,Dividend Date,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
0,2025-12-15,2025-12-08,2025-10-29,3.01,2.46,2.62873,116161000000,107708000000,111185512220
