,Dividend Date,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
0,2025-12-26,2025-12-04,2025-11-20,1.59,1.49,1.52083,67338647000,64609000000,65465936730
