,Dividend Date,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
0,2025-11-13,2025-11-10,2026-01-30,2.71,2.51,2.65877,140666000000,136679500000,138010585010
