,Dividend Date,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
0,2025-09-29,2025-12-15,2026-01-29,8.69,7.23,8.14519,59653000000,53797000000,58322275930
